name,id,continent,age,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
A. Boniotti,12512,2,23,2019,3,0,1,62,67,2,350000
A. Porcino,12513,2,23,2023,3,1,1,62,71,2,400000
J. Livolant,12515,2,20,2019,2,0,1,62,75,2,575000
D. Santa,12522,4,26,2022,2,0,1,62,64,2,300000
M. Fritz,12528,2,24,2019,3,0,1,62,66,2,325000
G. Asís,12530,4,22,2020,3,0,1,62,73,2,450000
B. Al Mutairi,12534,1,28,2021,3,1,1,62,62,2,240000
Sillero,12535,2,20,2019,3,0,1,62,74,2,475000
A. Gryszkiewicz,12536,2,18,2020,3,1,1,62,75,2,475000
Jon Bakero,12537,2,21,2021,1,0,1,62,69,2,425000
J. Koutroumbis,12542,3,20,2019,3,0,1,62,72,2,425000
J. Pretel,12543,4,23,2021,3,0,1,62,68,2,350000
K. Nowak,12544,2,23,2019,2,0,1,62,66,3,400000
G. Fuentes,12548,4,21,2021,3,1,1,62,71,2,400000
L. Maniero,12550,2,23,2019,0,0,1,62,68,1,300000
J. Zwarts,12552,2,19,2019,1,1,1,62,77,3,650000
R. Fergonzi,12554,4,29,2021,1,0,1,62,62,3,300000
A. Pelvas,12556,2,29,2019,1,1,1,62,62,2,300000
H. Suárez,12558,4,24,2021,2,0,1,62,70,2,375000
N. Pelaitay,12564,4,25,2019,2,0,1,62,68,2,350000
D. Facchin,12567,2,31,2019,0,0,1,62,62,1,180000
J. Manns,12569,2,22,2019,3,0,1,62,64,2,300000
D. Al Qarni,12570,1,29,2019,2,0,1,62,62,2,240000
D. Erdoğan,12571,1,21,2020,2,0,1,62,73,3,525000
J. Eiswohld,12572,2,28,2018,3,0,1,62,63,2,280000
Ernest Forgás,12577,2,24,2019,1,0,1,62,66,2,400000
Abenza,12579,2,22,2019,2,0,1,62,69,2,425000
D. Schütz,12580,2,27,2020,2,0,1,62,62,2,325000
H. Shaian,12581,1,29,2020,0,0,1,62,62,1,200000
M. Sak,12584,1,28,2019,2,0,1,62,62,3,300000
S. Al Masrahi,12586,1,31,2019,3,0,1,62,62,2,200000
L. Lapoussin,12590,2,22,2021,2,0,1,62,69,3,375000
Y. Tasaka,12593,1,32,2021,3,0,1,62,62,3,170000
N. Estévez,12594,4,22,2020,2,0,1,62,70,2,450000
K. Roos,12602,2,26,2019,0,0,1,62,66,1,270000
J. Segre,12605,2,21,2019,2,0,1,62,71,2,475000
J. Clisby,12607,3,26,2019,3,1,1,62,64,2,300000
Kike,12609,2,18,2019,3,0,1,62,72,2,400000
C. Akas,12610,0,24,2020,3,1,1,62,69,2,350000
A. Al Zubaidi,12612,1,25,2019,3,0,1,62,67,2,325000
M. Kühne,12613,2,30,2019,3,0,1,62,62,2,220000
A. Amaya,12616,4,17,2021,2,1,1,62,82,3,600000
W. Pérez,12620,4,19,2021,2,1,1,62,77,2,650000
B. Utvik,12621,2,22,2020,3,0,1,62,69,2,375000
A. Tabanelli,12622,2,28,2019,2,0,1,62,62,2,300000
Fachendinho,12626,4,26,2021,1,0,1,62,62,3,325000
Y. van Osch,12627,2,21,2020,0,0,1,62,74,1,425000
M. Austin,12630,3,27,2019,1,1,1,62,62,3,325000
M. Piątkowski,12632,2,33,2019,1,0,1,62,62,3,190000
I. Anthony,12636,0,20,2020,3,0,1,62,68,2,350000
J. Delétraz,12637,2,32,2019,2,0,1,62,62,2,170000
Josep Martínez,12640,2,20,2019,0,0,1,62,75,1,475000
I. Wadji,12643,0,23,2021,1,0,1,62,71,2,475000
M. Gardawski,12646,2,27,2019,3,0,1,62,62,2,325000
N. Bustos,12649,4,19,2020,1,0,1,62,79,2,650000
Javi Alonso,12650,2,19,2019,2,1,1,62,78,2,650000
H. Hosogai,12651,1,32,2021,2,0,2,62,62,2,170000
P. Nguinda,12654,2,22,2019,3,0,1,62,69,2,350000
K. Yamamoto,12658,1,28,2021,2,0,1,62,62,3,300000
S. Nakahara,12659,1,24,2019,2,0,1,62,66,2,400000
S. Rasswalder,12663,2,31,2019,3,1,1,62,62,2,200000
F. Baak,12665,2,19,2019,3,0,1,62,73,2,450000
R. Pillot,12667,2,27,2020,0,0,1,62,64,1,250000
M. Bottani,12671,2,27,2020,2,0,1,62,62,3,325000
A. Falch,12673,2,26,2021,0,1,1,62,67,1,280000
H. Kawabe,12675,1,22,2020,2,0,1,62,71,3,450000
J. Iritier,12679,4,23,2021,2,0,1,62,68,3,425000
D. Bachmann,12683,2,23,2019,0,0,1,62,70,1,325000
D. Olsson,12684,2,23,2018,3,1,1,62,68,2,350000
S. Nkansah,12685,2,22,2020,3,0,1,62,71,2,400000
V. Méndez,12687,4,18,2021,2,0,1,62,72,2,400000
M. Veloso,12688,2,26,2019,2,1,1,62,63,3,350000
Y. Arquin,12689,2,30,2019,2,0,1,62,62,2,290000
M. Jelavić,12690,2,24,2019,1,0,1,62,65,2,400000
J. Villalba,12692,4,19,2020,1,0,1,62,77,3,650000
Perera,12693,2,21,2020,2,1,1,62,73,2,450000
E. Kane,12694,0,23,2018,3,0,1,62,71,2,400000
J. Karlström,12699,2,23,2019,2,0,1,62,68,2,400000
L. Watkowiak,12701,2,22,2019,0,0,1,62,68,1,300000
O. Sangante,12702,0,27,2020,2,0,1,62,63,2,350000
K. Jakob,12704,2,20,2022,3,1,1,62,76,2,600000
Dani Sandoval,12705,2,20,2019,2,1,1,62,80,3,675000
S. Sprangler,12706,2,23,2020,2,0,1,62,68,2,400000
T. Schmidt,12707,2,24,2019,2,0,1,62,64,2,375000
S. Mvibudulu,12715,0,25,2020,1,0,1,62,64,2,375000
M. Degerlund,12716,2,20,2021,3,1,1,62,69,2,375000
J. Delem,12718,2,25,2019,2,0,1,62,67,2,350000
André Anderson,12719,4,18,2019,1,0,1,62,79,3,625000
W. Al Anazi,12721,1,23,2021,2,0,1,62,69,2,425000
T. David,12725,2,21,2019,3,0,1,62,68,3,350000
A. Danek,12726,2,23,2021,2,0,1,62,68,3,425000
F. Mussa,12727,0,22,2019,2,1,1,62,72,2,500000
D. Caicedo,12730,4,18,2021,2,0,1,62,83,3,675000
D. Oduro,12731,0,32,2021,2,0,1,62,62,2,240000
M. Maphangule,12732,0,26,2021,1,0,1,62,63,2,375000
Jesús Jiménez,12734,2,24,2021,2,0,1,62,65,4,375000
G. Traoré,12735,2,18,2021,2,0,1,62,75,2,475000
T. Drage,12737,2,26,2018,1,0,1,62,63,3,350000
L. Dajaku,12738,2,17,2021,1,0,1,62,82,3,600000
Rayco,12740,2,21,2020,2,0,1,62,71,2,475000
R. Kitto,12745,3,23,2020,1,1,1,62,66,2,400000
Y. Verschaeren,12747,2,16,2021,2,0,1,62,83,3,650000
M. Osores,12749,4,21,2020,3,0,1,62,72,2,425000
M. Gueye,12750,0,20,2020,1,0,1,62,71,2,475000
N. Shipnoski,12754,2,20,2020,2,0,1,62,74,2,550000
J. Murray,12755,3,22,2019,1,0,1,62,69,3,425000
S. Ambri,12757,2,20,2020,1,1,1,62,73,3,525000
R. Sattelmaier,12758,2,30,2019,0,0,1,62,62,1,190000
N. Rinderknecht,12769,2,20,2021,2,0,1,62,76,2,650000
H. Al Habib,12770,1,23,2020,2,0,1,62,68,2,400000
N. Díaz,12772,4,19,2021,3,1,1,62,73,2,450000
A. Dadakdeniz,12774,1,18,2021,0,0,1,62,75,1,425000
V. Emmersón,12775,0,22,2021,3,0,1,62,70,2,375000
V. Mykolenko,12776,2,19,2019,3,1,1,62,77,2,575000
K. Çelik,12777,1,18,2023,1,0,1,62,73,2,500000
W. Pawłowski,12778,2,25,2019,0,0,1,62,65,1,270000
Samuel,12781,2,21,2019,2,1,1,62,74,2,475000
Y. Guzmán,12785,4,20,2019,2,0,1,62,78,2,675000
J. Gerezgiher,12790,2,22,2020,2,0,1,62,69,3,425000
J. Hoffmann,12791,2,22,2019,2,0,1,62,70,2,450000
A. Almendra,12793,4,18,2022,2,0,1,62,81,3,625000
S. Friðjónsson,12796,2,22,2021,2,0,1,62,73,2,500000
F. Illarregui,12797,4,21,2023,1,0,1,62,72,2,500000
H. Özkan,12799,1,20,2020,2,0,1,62,72,2,475000
F. Russo,12802,4,23,2020,3,0,1,62,68,2,350000
Hélton Carvalhal,12804,4,26,2021,1,0,1,62,62,2,325000
A. Rossipal,12805,2,22,2021,3,1,1,62,70,2,375000
B. Kapacak,12810,1,18,2021,2,0,1,62,77,2,625000
M. Bülter,12811,2,25,2020,2,0,1,62,65,3,375000
Elbis,12816,4,25,2021,3,1,1,62,66,2,325000
M. Kouhyar,12817,1,20,2019,2,0,1,62,70,3,450000
J. Sanchez,12821,4,23,2023,2,0,1,62,70,3,450000
F. Onyeka,12822,0,20,2023,1,0,1,62,74,3,550000
C. Krempicki,12823,2,23,2019,2,0,1,62,68,3,400000
Marc Vales,12824,2,28,2020,3,0,1,62,64,2,290000
I. Lučić,12825,2,23,2020,0,0,1,62,69,1,325000
A. Dávila,12828,4,19,2020,1,1,1,62,76,2,650000
Quinti,12830,2,21,2019,3,1,1,62,69,2,375000
I. Ljubić,12831,2,21,2019,2,0,1,62,72,2,475000
F. Barceló,12832,4,25,2021,1,0,1,62,67,2,400000
K. Fukai,12833,1,23,2021,2,0,1,62,68,3,350000
J. Odgaard,12835,2,19,2023,1,1,1,62,80,3,650000
T. Bunmathan,12836,1,28,2020,3,1,1,62,62,2,240000
L. Fomba,12838,2,20,2022,2,0,1,62,76,2,600000
V. Slivka,12844,2,23,2020,2,0,1,62,68,3,400000
W. Hashimoto,12845,1,31,2021,3,1,1,62,62,2,200000
J. Broh Tonye,12846,2,21,2019,2,0,1,62,71,2,475000
A. Kanté,12847,0,23,2023,2,0,1,62,68,2,425000
F. Mayer,12850,2,20,2019,3,0,1,62,76,2,600000
B. Maguire,12851,2,28,2018,2,0,1,62,62,2,300000
M. Håkansson,12852,2,25,2018,2,0,1,62,65,2,375000
F. Kohls,12853,2,23,2019,2,0,1,62,70,2,450000
L. Zidane,12854,2,20,2019,0,0,1,62,71,1,350000
K. Al Kaabi,12861,1,26,2021,2,0,1,62,63,3,350000
D. Rosende,12862,4,32,2018,2,0,1,62,62,2,230000
D. Baumgartner,12863,2,21,2019,3,0,1,62,70,2,400000
M. Goncalves,12865,2,17,2021,3,1,1,62,73,2,400000
J. Branger-Engone,12866,0,24,2019,2,1,1,62,65,4,375000
R. Renner,12867,2,24,2019,2,1,1,62,64,2,375000
R. Droehnle,12869,2,19,2019,3,1,1,62,76,2,600000
F. Dady Ngoy,12871,2,28,2021,3,0,1,62,62,2,240000
Javi Pérez,12876,2,32,2020,2,1,1,62,62,2,230000
P. Dárdai,12879,2,19,2019,2,1,1,62,77,3,650000
E. Riis Jakobsen,12882,2,20,2021,1,0,1,62,73,2,525000
M. Biamou,12883,2,27,2021,1,0,1,62,62,2,325000
D. Cardozo,12884,4,31,2021,2,1,1,62,62,2,270000
V. Leikvoll Moberg,12888,2,27,2019,2,0,1,62,63,2,350000
L. Öhman,12889,2,26,2020,3,0,1,62,65,2,325000
T. Morishima,12890,1,21,2018,2,0,1,62,74,3,550000
João Lopes,12894,4,22,2021,0,0,1,62,68,1,300000
C. Essers,12896,2,21,2020,3,0,1,62,67,3,350000
M. Etuin,12899,2,22,2020,2,1,1,62,69,2,425000
M. Pribula,12905,2,32,2019,2,1,1,62,62,2,240000
Martí Vilá,12908,2,19,2019,3,1,1,62,74,2,450000
I. Morales,12916,4,18,2020,1,0,1,62,77,2,625000
M. Verreth,12917,2,20,2019,1,0,1,62,72,3,500000
Jefté,12924,2,24,2022,1,0,1,62,66,2,400000
G. Crociata,12925,2,20,2021,2,0,1,62,76,3,675000
V. Pinson,12926,2,22,2021,1,0,1,62,69,2,425000
K. Lejeune,12927,2,33,2019,3,1,1,62,62,3,120000
S. Barreto,12929,4,19,2022,3,0,1,62,77,2,600000
T. Sawada,12930,1,27,2018,1,0,1,62,62,2,325000
M. Yamane,12931,1,24,2021,3,0,1,62,68,2,350000
J. Dem,12932,2,25,2020,2,0,1,62,65,2,325000
A. Georgiou,12934,2,21,2020,2,1,1,62,75,3,575000
K. Fujimoto,12941,1,32,2021,3,0,1,62,62,2,170000
Lucas Rodrigues,12943,4,18,2021,1,0,1,62,71,3,425000
J. Araya,12945,4,22,2019,2,0,1,62,73,3,500000
J. Wehrmann,12947,2,19,2019,2,0,1,62,76,2,650000
R. Taillan,12948,2,26,2021,3,0,1,62,65,2,300000
C. Sabaly,12949,0,19,2022,2,0,1,62,79,3,650000
J. Konings,12952,2,20,2020,1,1,1,62,72,2,500000
A. Groiß,12954,2,20,2021,2,0,1,62,72,2,425000
C. Gameiro,12955,3,25,2019,1,0,1,62,67,2,400000
F. Ahumada,12957,4,22,2018,1,0,1,62,72,3,500000
A. Vaikla,12958,2,21,2019,0,0,1,62,74,1,425000
A. Al Asmari,12959,1,21,2019,2,0,1,62,74,3,525000
D. Amankwaa,12961,2,24,2019,2,0,1,62,67,3,400000
S. Balić,12962,2,28,2019,3,1,1,62,62,2,240000
M. Sadílek,12964,2,19,2020,2,1,1,62,79,3,650000
G. Jansson,12965,2,32,2018,0,0,1,62,62,1,170000
F. Escales,12967,2,22,2019,0,0,1,62,70,1,325000
A. Silva Quiroga,12968,4,25,2021,3,0,1,62,66,2,325000
J. Teze,12971,2,18,2019,3,0,1,62,80,2,550000
H. Kyprianou,12972,2,21,2021,3,1,1,62,69,2,375000
S. Otsuki,12973,1,29,2021,1,1,1,62,62,2,300000
Y. Kimoto,12974,1,24,2021,3,0,1,62,67,2,350000
L. Walthert,12976,2,34,2019,0,0,1,62,62,1,120000
P. Puchegger,12977,2,23,2020,3,1,1,62,68,2,350000
Aarón,12978,2,22,2020,0,0,1,62,68,1,300000
J. Kitolano,12980,2,18,2021,3,1,1,62,77,2,550000
C. Ponce,12983,4,26,2023,1,0,1,62,62,2,325000
Abeledo,12984,2,22,2020,1,1,1,62,69,2,425000
W. Piñones,12987,4,30,2019,3,0,1,62,62,2,230000
H. Robstad,12989,2,27,2019,3,1,1,62,62,2,260000
K. Goden,12990,2,19,2021,3,0,1,62,75,2,500000
Alberto Redondo,12992,2,21,2019,3,0,1,62,72,2,425000
K. Shimura,12993,1,22,2021,0,0,1,62,71,1,350000
M. Siabanis,12998,2,18,2019,0,1,1,62,73,1,375000
Z. Ljubijankič,12999,2,34,2023,1,0,1,62,62,2,160000
Miguel Ángel,13000,2,20,2019,3,0,1,62,72,2,425000
Y. Ma-Kalambay,13002,0,32,2019,0,0,1,62,62,1,170000
Borja Domingo,13003,2,22,2019,1,0,1,62,70,2,450000
R. Sawakami,13005,1,24,2021,1,1,1,62,66,2,400000
M. Erlic,13007,2,20,2019,3,0,1,62,71,2,400000
R. Herrmann,13009,2,24,2021,2,1,1,62,65,3,375000
B. Al Seliteen,13010,1,27,2019,2,0,1,62,62,2,300000
H. Hauksson,13011,2,26,2018,3,0,1,62,65,2,325000
A. Hasegawa,13014,1,29,2018,2,0,1,62,62,3,290000
J. Marulanda,13015,4,22,2021,3,0,1,62,71,2,400000
P. Choroba,13017,2,22,2020,3,0,1,62,69,2,350000
D. Guidi,13018,2,22,2020,3,0,1,62,70,2,375000
M. Tombakti,13020,1,24,2019,2,0,1,62,69,2,375000
A. Castro-Montes,13021,2,21,2020,2,0,1,62,70,3,450000
L. Hemmerich,13022,2,20,2021,2,0,1,62,75,2,575000
L. Reddy,13023,3,36,2019,0,0,1,62,62,1,40000
G. Ávalos,13024,4,27,2021,1,0,1,62,62,2,325000
N. Sakurauchi,13025,1,28,2021,2,0,1,62,62,3,300000
H. Ndam,13026,0,19,2019,3,0,1,62,72,2,425000
Ricardo Friedrich,13027,4,25,2019,0,0,1,62,68,1,300000
M. Lode,13029,2,25,2019,3,0,1,62,66,2,325000
S. Rhein,13030,2,20,2021,2,1,1,62,72,2,425000
O. Karlsson,13031,2,21,2018,1,1,1,62,70,2,450000
F. Arkenberg,13032,2,22,2020,3,0,1,62,70,2,375000
P. Magnín,13034,4,28,2023,1,0,1,62,62,3,325000
A. Mostafa,13035,0,20,2021,2,0,1,62,71,2,475000
V. Gyökeres,13037,2,20,2020,1,0,1,62,79,3,675000
P. Beruatto,13038,2,19,2021,3,1,1,62,78,2,575000
E. Dahlin,13039,2,29,2019,0,0,1,62,64,1,250000
J. Papaleo,13040,4,24,2021,0,0,1,62,70,1,325000
E. Figueroa,13044,2,27,2018,3,1,1,62,63,2,280000
A. Al Nazera,13046,1,25,2019,2,0,1,62,66,3,400000
K. Michalak,13050,2,20,2021,2,0,1,62,76,3,675000
C. Koca,13053,1,22,2020,2,0,1,62,73,2,450000
O. Balanta,13054,4,30,2023,2,0,1,62,62,2,230000
A. Karazor,13055,2,21,2020,2,0,1,62,72,2,425000
S. Polat,13057,1,21,2022,3,0,1,62,74,2,475000
M. Brouwer,13063,2,25,2020,0,0,1,62,65,1,270000
M. Frankoch,13065,2,22,2020,2,0,1,62,72,2,425000
A. Ildız,13066,1,21,2020,2,0,1,62,70,2,400000
A. Dabo,13067,2,17,2022,2,1,1,62,86,3,650000
S. Odey,13068,0,20,2021,1,0,1,62,76,2,675000
R. Kaib,13070,2,21,2021,3,1,1,62,68,2,350000
F. Motori,13072,2,22,2018,2,0,1,62,67,3,400000
I. Diarra,13073,2,20,2021,1,1,1,62,79,3,675000
V. Tankovskyi,13076,2,22,2022,2,0,1,62,71,2,450000
I. Dresevic,13078,2,21,2022,3,0,1,62,71,2,400000
A. Sevinç,13083,1,19,2020,1,0,1,61,75,2,550000
F. Pereyra,13087,4,29,2019,3,0,1,61,62,2,220000
S. Poulsen,13088,2,33,2019,3,1,2,61,61,3,100000
I. Marega,13090,2,20,2019,3,0,1,61,69,2,325000
P. Heigre,13093,2,23,2019,0,0,1,61,68,1,260000
D. Al Saeed,13099,1,27,2020,0,0,1,61,62,1,200000
F. Medina,13102,4,19,2021,3,1,1,61,77,2,475000
Meseguer,13104,2,18,2019,3,1,1,61,75,3,450000
O. Rommens,13105,2,23,2019,2,0,1,61,67,2,290000
W. Bracamonte,13107,4,20,2021,2,0,1,61,73,3,450000
I. Pedrelli,13108,2,32,2021,3,0,1,61,61,3,140000
N. Beyer,13114,2,21,2020,3,0,1,61,70,2,350000
F. Gattoni,13115,4,19,2021,3,0,1,61,80,2,500000
A. Donkor,13117,2,20,2019,2,0,1,61,75,3,550000
S. Condé,13118,0,25,2020,3,0,1,61,66,2,280000
E. Cicerelli,13122,2,23,2019,1,0,1,61,66,2,325000
S. Kchouk,13129,0,24,2020,3,1,1,61,66,2,280000
M. Bridge,13130,3,32,2019,1,0,1,61,61,2,200000
M. Gallegos,13132,4,21,2021,1,0,1,61,69,2,375000
K. Fila,13134,2,20,2018,3,0,1,61,72,3,375000
F. Buchacher,13137,2,30,2019,3,1,1,61,61,2,180000
N. Kikuchi,13141,1,33,2021,3,0,1,61,61,2,100000
N. Lemus,13143,4,29,2018,3,0,1,61,61,2,190000
J. Aros,13144,4,22,2018,2,0,1,61,71,2,350000
Jorge Mier,13147,2,19,2019,3,0,1,61,75,2,475000
A. Dursun,13149,1,19,2021,3,1,1,61,75,2,475000
A. Ciss,13150,0,18,2022,2,0,1,61,75,3,525000
F. Al Shammari,13151,1,37,2020,0,0,1,61,61,1,20000
G. Postma,13154,2,20,2019,2,1,1,61,68,2,300000
Y. Valery,13157,2,19,2020,3,0,1,61,74,2,425000
L. Marseiler,13158,2,21,2020,2,0,1,61,71,3,400000
P. Knechtel,13162,2,22,2019,3,0,1,61,73,2,400000
W. Hesl,13165,2,32,2020,0,1,1,61,61,1,140000
S. Mohlin,13166,2,22,2023,0,0,1,61,70,1,290000
M. Ošs,13167,2,26,2021,3,0,1,61,64,2,260000
N. Mohammad,13168,2,26,2019,2,0,1,61,63,2,250000
D. Frieser,13172,2,24,2020,1,0,1,61,64,2,325000
A. Maziero,13176,4,20,2020,1,0,1,61,74,2,500000
K. Moreno,13177,4,17,2021,3,0,1,61,81,2,450000
Jose,13178,4,24,2019,1,0,1,61,66,3,350000
Eliseo Falcón,13179,2,21,2019,3,0,1,61,74,2,425000
H. Adıgüzel,13182,1,18,2019,2,0,1,61,77,2,525000
K. Pestka,13184,2,19,2020,3,1,1,61,71,2,350000
M. Kolar,13185,2,23,2019,1,0,1,61,68,2,350000
B. Urbański,13186,2,20,2020,2,1,1,61,71,2,400000
P. Erhardt,13188,2,24,2019,2,0,1,61,64,2,270000
V. Sköld,13189,2,28,2018,1,0,1,61,61,2,260000
B. Héry,13194,2,26,2019,2,0,1,61,64,3,300000
A. Nilsson,13195,2,27,2019,1,0,1,61,61,2,260000
N. Barona,13199,4,20,2021,2,0,1,61,76,3,550000
A. Ryczkowski,13200,2,21,2020,2,0,1,61,70,3,400000
C. Reppesgård,13202,2,25,2019,3,0,1,61,64,2,270000
B. Allain,13203,2,26,2019,0,0,1,61,63,1,210000
M. Uusitalo,13204,2,21,2019,0,0,1,61,71,1,325000
T. Alarcón,13205,4,18,2021,3,0,1,61,76,2,475000
J. Chianese,13206,3,28,2019,2,0,1,61,61,2,250000
A. Zekaj,13209,2,18,2021,2,0,1,61,76,2,475000
T. Vaiho,13210,2,29,2019,0,0,1,61,61,1,170000
L. Sotomayor,13211,4,21,2018,0,0,1,61,73,1,350000
E. Rueda,13214,4,22,2019,1,0,1,61,69,2,375000
J. Vollert,13218,2,20,2021,3,0,1,61,72,2,375000
S. Klaas,13221,2,20,2019,2,0,1,61,76,3,550000
F. Al Aiyaf,13223,1,26,2020,2,1,1,61,62,3,290000
L. Mosevich,13224,4,21,2019,3,0,1,61,73,2,400000
H. Mörschel,13226,2,20,2020,1,0,1,61,73,3,450000
B. Bödvarsson,13228,2,23,2021,3,1,1,61,69,2,325000
F. Geisler,13229,2,21,2020,2,0,1,61,70,3,400000
T. Chorý,13233,2,23,2022,1,0,1,61,66,2,350000
T. Masuda,13235,1,29,2019,0,0,1,61,63,1,200000
L. Lauberbach,13236,2,20,2020,1,0,1,61,69,3,375000
A. Khormi,13240,1,27,2019,2,0,1,61,61,3,260000
F. Benko,13242,2,20,2021,2,1,1,61,77,3,550000
A. Al Ammar,13248,1,24,2019,3,1,1,61,67,2,290000
M. Harzan,13251,1,29,2020,2,0,1,61,61,2,250000
G. Hatano,13252,1,20,2018,0,0,1,61,74,1,400000
M. Dobre,13254,2,19,2019,2,0,1,61,75,3,550000
C. Dilo,13255,2,24,2020,0,0,1,61,68,1,260000
J. Beste,13256,2,19,2021,3,1,1,61,77,3,475000
M. Engelhardt,13260,2,25,2020,0,0,1,61,66,1,240000
C. Yüksel,13261,1,20,2020,2,1,1,61,75,2,550000
T. Casali,13262,2,22,2019,0,0,1,61,67,1,250000
Y. Bisseck,13264,2,17,2022,3,0,1,61,82,2,500000
T. Svendsen,13266,2,18,2018,2,0,1,61,76,3,525000
B. Risa,13267,2,20,2021,3,1,1,61,75,3,500000
D. Contreras,13268,4,24,2023,2,0,1,61,68,2,300000
L. Dietz,13270,2,21,2019,2,0,1,61,73,2,400000
Parra,13272,2,22,2019,3,0,1,61,68,2,300000
S. Kopp,13275,2,23,2019,3,0,1,61,69,2,325000
Cordero,13278,2,23,2019,0,0,1,61,68,1,260000
B. Källman,13280,2,19,2019,1,0,1,61,70,2,375000
L. Cueto,13281,2,22,2019,2,1,1,61,69,3,375000
P. Camara,13283,0,25,2022,0,0,1,61,67,1,250000
Campos,13285,2,23,2020,0,0,1,61,70,1,290000
F. Plach,13286,2,26,2020,0,0,1,61,64,1,220000
D. Foulon,13288,2,19,2021,3,1,1,61,73,2,375000
L. Fritzson,13289,2,22,2020,1,0,1,61,67,3,350000
K. Skaanes,13290,2,23,2019,2,0,1,61,70,3,375000
C. Operi,13292,2,21,2020,3,1,1,61,74,3,425000
A. Bruhn,13298,2,24,2019,2,0,1,61,65,3,325000
A. Kartalis,13302,2,23,2019,3,1,1,61,65,3,270000
J. Victoria,13303,4,22,2021,1,0,1,61,72,2,425000
Angel Sánchez,13306,2,20,2020,2,0,1,61,69,2,375000
B. Kindsvater,13307,2,25,2020,2,1,1,61,64,2,325000
J. Lorch,13310,2,22,2019,3,0,1,61,66,2,290000
M. Hosseini,13311,1,22,2020,3,0,1,61,67,2,290000
T. Kainz,13314,2,25,2019,3,0,1,61,64,2,260000
T. Buitink,13316,2,18,2022,1,0,1,61,77,2,525000
H. Eisa,13317,0,25,2019,1,0,1,61,66,2,350000
Adrià Pedrosa,13321,2,20,2019,3,1,1,61,71,2,350000
M. Al Mania,13325,1,22,2019,1,0,1,61,72,2,425000
M. Payares,13326,4,23,2023,3,0,1,61,71,2,350000
F. Sucsuz,13327,1,22,2019,2,1,1,61,71,3,400000
C. Cásseres Jr,13328,4,18,2020,2,0,1,61,78,3,525000
K. Etuhu,13329,0,30,2019,2,0,1,61,61,2,230000
A. Al Saleh,13330,1,28,2020,0,0,1,61,61,1,180000
T. Galdames,13336,4,19,2020,3,1,1,61,72,2,375000
S. Ando,13337,1,27,2021,0,0,1,61,62,1,200000
A. Dabasse,13338,2,24,2019,1,1,1,61,63,2,325000
Fran Sánchez,13341,2,28,2023,2,1,1,61,61,2,250000
M. Funk,13342,2,22,2020,0,0,1,61,70,1,290000
A. Egholm,13345,2,35,2018,3,0,1,61,61,2,60000
D. Tuma,13347,2,22,2020,2,1,1,61,68,2,350000
J. Thorsen,13348,2,28,2020,2,0,1,61,61,2,250000
Álex Dos Santos,13349,4,19,2019,0,0,1,61,75,1,450000
M. Awoudja,13350,2,20,2021,3,0,1,61,72,2,375000
L. Alzugaray,13353,4,28,2021,2,1,1,61,61,3,250000
I. Franjic,13354,2,20,2020,2,0,1,61,71,4,400000
M. Mara,13355,0,21,2021,2,0,1,61,69,2,375000
A. Brorsson,13356,2,19,2019,3,0,1,61,72,2,375000
O. Petrak,13357,2,27,2020,2,0,1,61,62,2,240000
Rafael Camacho,13358,2,18,2020,2,0,1,61,81,3,525000
P. Will,13359,2,19,2021,2,1,1,61,77,3,525000
A. Dønnum,13360,2,20,2021,2,1,1,61,71,3,400000
K. Danielak,13362,2,26,2019,2,0,1,61,61,2,270000
Y. Diouf,13363,2,18,2019,0,0,1,61,79,1,425000
Brian Torres,13364,2,21,2019,3,0,1,61,73,2,400000
Aitor Lorea,13366,2,20,2020,2,0,1,61,77,2,550000
A. Pinga,13367,2,20,2019,1,0,1,61,73,2,450000
M. Ambrosiewicz,13369,2,20,2020,2,0,1,61,70,2,375000
M. Forss,13370,2,19,2019,1,0,1,61,73,2,450000
P. Michael,13372,0,20,2021,1,0,1,61,71,2,425000
A. Yildirim,13374,2,23,2019,1,0,1,61,67,2,350000
Ángel López,13375,2,21,2020,2,1,1,61,71,2,400000
D. Byrtek,13376,2,27,2019,3,0,1,61,63,2,250000
S. Erimuya,13381,0,20,2021,3,0,1,61,70,2,350000
F. Obilor,13382,0,27,2019,3,0,1,61,63,2,250000
S. van Hooijdonk,13385,2,18,2020,2,0,1,61,75,2,525000
E. Ojeda,13388,4,20,2019,2,0,1,61,74,2,475000
Y. Mamilonne,13389,2,26,2019,1,0,1,61,64,2,325000
B. Gaye,13390,0,20,2019,0,0,1,61,73,1,350000
Iñaki Peña,13391,2,19,2021,0,0,1,61,78,1,450000
F. Dornebusch,13392,2,23,2019,0,0,1,61,67,1,250000
F. Arbeláez,13393,4,21,2018,3,1,1,61,68,2,300000
T. Björkström,13394,2,27,2019,3,0,1,61,62,2,230000
K. Koussou,13399,2,26,2019,2,0,1,61,62,3,300000
M. Pawelec,13403,2,32,2019,3,0,1,61,61,2,140000
T. Bonga,13404,2,21,2019,1,0,1,61,69,2,375000
Kiki,13405,2,21,2019,3,1,1,61,69,2,325000
S. Puri,13408,2,30,2018,2,0,1,61,61,3,240000
S. Moussa,13410,0,30,2019,1,0,1,61,61,2,240000
